e,e_index,n_paths,n_batches,F1,F1_se,F1_batch_sd,mean_tau,mean_tau_se,median_tau,alarm_up_proportion,F_rho_0,F_rho_0_se,F_rho_0.02,F_rho_0.02_se,F_rho_0.05,F_rho_0.05_se,F_rho_0.1,F_rho_0.1_se,F_rho_0.25,F_rho_0.25_se,F_rho_0.5,F_rho_0.5_se,F_rho_1,F_rho_1_se
0.25,28,20000,10,-1.5764017420558132,0.005811668928666753,0.02292968309810623,139.04545,0.9243605986522209,99.0,0.015000000000000003,-0.008110401282316607,0.007050177391383452,-0.03947622809778653,0.006910627267587183,-0.08652496832099144,0.006705157619087744,-0.16493953535966627,0.006374088257956901,-0.40018323647569076,0.005489347707144279,-0.7922560716690649,0.004577553895294382,-1.5764017420558132,0.005811668928666753
0.3,29,20000,10,-1.5606006720301682,0.005314245696637935,0.013274335327690788,102.74485,0.6752271795559444,74.0,0.0069500000000000004,-0.008110401282316607,0.007050177391383452,-0.03916020669727363,0.006910969828173353,-0.08573491481970918,0.006705381594740493,-0.16335942835710174,0.006372249554356377,-0.3962329689692795,0.005463837146505034,-0.7843555366562422,0.004433853374559159,-1.5606006720301682,0.005314245696637935
0.35,30,20000,10,-1.5319225854283038,0.005050237941153559,0.01331700201167944,77.28155,0.49451179063337686,56.0,0.00295,-0.008110401282316607,0.007050177391383452,-0.038586644965236346,0.006909218979352597,-0.08430101048961597,0.006700694984350867,-0.16049161969691533,0.006361770056528211,-0.3890634473188134,0.0054278440399170265,-0.7700164933553102,0.004322071781095383,-1.5319225854283038,0.005050237941153559
0.4,31,20000,10,-1.4911066183986441,0.00492087359890555,0.01639469098091873,59.95865,0.37229647761191226,44.0,0.00135,-0.008110401282316607,0.007050177391383452,-0.03777032562464316,0.006910413358360094,-0.08226021213813299,0.006703531936138656,-0.15641002299394935,0.006366897258894263,-0.3788594555613985,0.005435412428743183,-0.7496085098404803,0.00430986580206332,-1.4911066183986441,0.00492087359890555
0.5,32,20000,10,-1.410021561623642,0.004879784087502696,0.012570654806644379,38.07245,0.2190896279222915,29.0,0.00030000000000000003,-0.008110401282316607,0.007050177391383452,-0.03614862448914311,0.00690995552321716,-0.07820595929938287,0.0067023421019861635,-0.14830151731644914,0.0063643568963305305,-0.3585881913676479,0.005427665221594037,-0.7090659814529792,0.0042890109009796375,-1.410021561623642,0.004879784087502696
0.6,33,20000,10,-1.336807584186489,0.004917412298734792,0.018261035676961235,26.41655,0.1394494679537381,21.0,0.00015000000000000001,-0.008110401282316607,0.007050177391383452,-0.03468434494040005,0.006910372668979139,-0.07454526042752523,0.00670342639521907,-0.14098011957273385,0.0063666726362954975,-0.34028469700835967,0.005434733713402053,-0.6724589927344027,0.004308065773455956,-1.336807584186489,0.004917412298734792
0.75,34,20000,10,-1.2167910846698224,0.0049615598872469425,0.012722533937972024,17.1711,0.07919396961727064,14.0,0.0,-0.008110401282316607,0.007050177391383452,-0.03228401495006672,0.006909303849911499,-0.0685444354516919,0.006700805665380181,-0.12897846962106718,0.0063616236864159174,-0.310280572129193,0.005424077644877482,-0.6124507429760695,0.004298585409684058,-1.2167910846698224,0.0049615598872469425
1.0,35,20000,10,-1.0635701670983588,0.005137979589549811,0.01289895426688679,10.4182,0.03849109658383106,9.0,0.0,-0.008110401282316607,0.007050177391383452,-0.029219596598637453,0.006909388360742924,-0.06088338957311872,0.00670122033242126,-0.11365637786392085,0.006363188145077001,-0.2719753427363272,0.00543473385194615,-0.5358402841903378,0.0043507563872010185,-1.0635701670983588,0.005137979589549811
1.25,36,20000,10,-0.9192104764360374,0.005346684525221849,0.015133853572255633,7.4371,0.023264978883766968,7.0,0.0,-0.008110401282316607,0.007050177391383452,-0.026332402785391024,0.006910850694822776,-0.05366540504000265,0.006705123494661903,-0.0992204087976887,0.006371877774122115,-0.23588542007074684,0.0054642524651917854,-0.46366043885917707,0.004441029754631983,-0.9192104764360374,0.005346684525221849
1.5,37,20000,10,-0.7946568599010116,0.005561980678885754,0.017388562798852668,5.7732,0.01585325374434895,5.0,0.0,-0.008110401282316607,0.007050177391383452,-0.02384133045469051,0.006909477742513579,-0.04743772421325136,0.006701961755859194,-0.0867650471441861,0.0063665430225624785,-0.20474701593699038,0.005460250674304933,-0.40138363059166415,0.004478380003460236,-0.7946568599010116,0.005561980678885754
2.0,38,20000,10,-0.6093939754090856,0.0058885187410315145,0.01757082228661804,4.0187,0.009155419519897996,4.0,0.0,-0.008110401282316607,0.007050177391383452,-0.020136072764851985,0.006909227814744957,-0.038174579988655054,0.006701764281832712,-0.0682387586949935,0.00636769455733491,-0.15843129481400886,0.005477287642277133,-0.3087521883457011,0.004574660070130723,-0.6093939754090856,0.0058885187410315145
2.5,39,20000,10,-0.47781775121505615,0.006224441226838567,0.013668478037548532,3.12085,0.006209202169729959,3.0,0.0,-0.008110401282316607,0.007050177391383452,-0.017504548280971397,0.006910575970483181,-0.031595768778953585,0.006705596530736263,-0.055081136275590574,0.006377013570435593,-0.12553723876550152,0.005515220374537195,-0.24296407624868643,0.004707616365602413,-0.47781775121505615,0.006224441226838567
3.0,40,20000,10,-0.3791619963298334,0.0063906026635789604,0.017348993007557902,2.5789,0.004646484584172162,3.0,0.0,-0.008110401282316607,0.007050177391383452,-0.015531433183266944,0.006910565358677014,-0.026662981034692446,0.006705809254479598,-0.04521556078706829,0.006378302274258965,-0.10087330004419583,0.0055262320034589274,-0.193636198806075,0.004761629971313198,-0.3791619963298334,0.0063906026635789604
